source,risk_factor,intervention,impact_type,region,level,sex,age,value
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,17,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,18,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,19,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,20,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,21,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,22,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,23,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,24,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,25,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,26,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,27,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,28,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,29,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,30,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,31,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,32,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,33,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,34,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,35,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,36,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,37,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,38,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,39,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,40,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,41,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,42,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,43,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,44,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,45,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,46,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,47,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,48,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,49,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,50,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,51,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,52,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,53,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,54,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,55,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,56,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,57,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,58,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,59,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,60,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,61,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,62,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,63,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,64,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,65,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,66,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,67,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,68,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,69,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,70,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,71,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,72,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,73,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,74,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,75,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,76,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,77,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,78,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,79,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,80,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,81,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,82,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,83,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,84,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,85,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,86,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,87,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,88,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,89,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,90,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,91,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,92,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,93,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,94,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,95,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,96,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,97,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,98,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,99,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,female,100,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,0,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,1,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,2,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,3,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,4,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,5,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,6,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,7,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,8,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,9,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,10,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,11,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,12,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,13,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,14,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,15,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,16,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,17,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,18,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,19,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,20,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,21,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,22,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,23,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,24,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,25,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,26,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,27,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,28,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,29,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,30,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,31,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,32,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,33,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,34,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,35,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,36,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,37,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,38,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,39,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,40,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,41,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,42,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,43,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,44,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,45,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,46,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,47,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,48,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,49,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,50,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,51,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,52,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,53,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,54,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,55,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,56,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,57,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,58,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,59,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,60,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,61,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,62,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,63,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,64,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,65,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,66,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,67,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,68,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,69,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,70,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,71,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,72,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,73,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,74,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,75,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,76,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,77,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,78,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,79,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,80,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,81,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,82,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,83,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,84,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,85,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,86,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,87,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,88,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,89,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,90,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,91,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,92,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,93,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,94,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,95,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,96,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,97,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,98,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,99,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,1,male,100,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,0,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,1,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,2,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,3,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,4,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,5,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,6,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,7,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,8,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,9,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,10,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,11,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,12,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,13,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,14,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,15,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,16,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,17,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,18,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,19,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,20,15.0
hard_coded,NC_RFInactivity,NC_RFPhysicalActivityAdvice,NC_RiskBurden,Andean Latin America,2,female,21,15.0
